Drugs,LSM_ID,LINK2,Drug_Repurposing_Hub,CLUE,Manual
SB-271046,LSM-45888,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45888'>LSM-45888</a>,#N/A,#N/A,#N/A
SB-525334,LSM-1121,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1121'>LSM-1121</a>,TGF beta receptor inhibitor,TGF beta receptor inhibitor,N/A
SB-590885,LSM-42746,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-42746'>LSM-42746</a>,#N/A,#N/A,#N/A
SB-683698,LSM-45616,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45616'>LSM-45616</a>,#N/A,#N/A,#N/A
SB-705498,LSM-45502,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45502'>LSM-45502</a>,#N/A,#N/A,#N/A
SB-743921,LSM-45775,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45775'>LSM-45775</a>,#N/A,#N/A,#N/A
SB-756050,LSM-45917,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45917'>LSM-45917</a>,#N/A,#N/A,#N/A
SB-939,LSM-43290,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-43290'>LSM-43290</a>,#N/A,#N/A,#N/A
SC-12267,LSM-45600,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45600'>LSM-45600</a>,#N/A,#N/A,#N/A
SCH-28080,LSM-3243,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3243'>LSM-3243</a>,#N/A,#N/A,#N/A
scopolamine,LSM-1684,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1684'>LSM-1684</a>,#N/A,#N/A,#N/A
SDZ-NKT-343,LSM-45398,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45398'>LSM-45398</a>,#N/A,#N/A,#N/A
secnidazole,LSM-5131,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5131'>LSM-5131</a>,#N/A,#N/A,#N/A
selamectin,LSM-44969,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-44969'>LSM-44969</a>,#N/A,#N/A,#N/A
selegiline,LSM-45964,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45964'>LSM-45964</a>,#N/A,#N/A,#N/A
selinexor,LSM-45842,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45842'>LSM-45842</a>,#N/A,#N/A,#N/A
selumetinib,LSM-1056,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1056'>LSM-1056</a>,MEK inhibitor,MEK inhibitor,N/A
semagacestat,LSM-45411,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45411'>LSM-45411</a>,#N/A,#N/A,#N/A
semaxanib,LSM-42995,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-42995'>LSM-42995</a>,#N/A,#N/A,#N/A
senicapoc,LSM-45645,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45645'>LSM-45645</a>,#N/A,#N/A,#N/A
seocalcitol,LSM-45464,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45464'>LSM-45464</a>,#N/A,#N/A,#N/A
SEP-227900,LSM-45442,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45442'>LSM-45442</a>,#N/A,#N/A,#N/A
serdemetan,LSM-1171,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1171'>LSM-1171</a>,N/A,MDM inhibitor,"HDM2 ubiquitin ligase antagonist and also induces early apoptosis in p53 wild-type cells,"
sertaconazole,LSM-1938,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1938'>LSM-1938</a>,#N/A,#N/A,#N/A
sertindole,LSM-5765,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5765'>LSM-5765</a>,#N/A,#N/A,#N/A
sertraline,LSM-45979,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45979'>LSM-45979</a>,#N/A,#N/A,#N/A
setiptiline,LSM-45982,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45982'>LSM-45982</a>,#N/A,#N/A,#N/A
SGI-1776,LSM-6307,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-6307'>LSM-6307</a>,Pim kinase inhibitor,N/A,N/A
SGX523,LSM-1123,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1123'>LSM-1123</a>,hepatocyte growth factor receptor inhibitor,N/A,N/A
siguazodan,LSM-1686,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1686'>LSM-1686</a>,#N/A,#N/A,#N/A
sildenafil,LSM-3797,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3797'>LSM-3797</a>,#N/A,#N/A,#N/A
simeprevir,LSM-45598,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45598'>LSM-45598</a>,#N/A,#N/A,#N/A
simvastatin,LSM-2492,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2492'>LSM-2492</a>,#N/A,#N/A,#N/A
siramesine,LSM-45705,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45705'>LSM-45705</a>,#N/A,#N/A,#N/A
sirolimus,LSM-42783,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-42783'>LSM-42783</a>,mTOR inhibitor,N/A,N/A
sitagliptin,LSM-5363,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5363'>LSM-5363</a>,#N/A,#N/A,#N/A
SK&F-10047-(+),LSM-45522,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45522'>LSM-45522</a>,#N/A,#N/A,#N/A
SN-38,LSM-45563,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45563'>LSM-45563</a>,#N/A,#N/A,#N/A
SNX-2112,LSM-45259,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45259'>LSM-45259</a>,#N/A,#N/A,#N/A
sobetirome,LSM-45487,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45487'>LSM-45487</a>,#N/A,#N/A,#N/A
sodium-gualenate,LSM-45576,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45576'>LSM-45576</a>,#N/A,#N/A,#N/A
sodium-tanshinone-ii-a-sulfonate,LSM-45653,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45653'>LSM-45653</a>,#N/A,#N/A,#N/A
sofalcone,LSM-45400,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45400'>LSM-45400</a>,#N/A,#N/A,#N/A
solifenacin-succinate,LSM-45423,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45423'>LSM-45423</a>,#N/A,#N/A,#N/A
sorafenib,LSM-1008,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1008'>LSM-1008</a>,"FLT3 inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, RAF inhibitor, RET tyrosine kinase inhibitor, VEGFR inhibitor",FLT3 inhibitor,N/A
sorbinil,LSM-45835,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45835'>LSM-45835</a>,#N/A,#N/A,#N/A
sotalol,LSM-1465,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1465'>LSM-1465</a>,#N/A,#N/A,#N/A
sotrastaurin,LSM-42761,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-42761'>LSM-42761</a>,#N/A,#N/A,#N/A
sparfloxacin,LSM-45959,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45959'>LSM-45959</a>,#N/A,#N/A,#N/A
spironolactone,LSM-45441,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45441'>LSM-45441</a>,#N/A,#N/A,#N/A
SR-2640,LSM-15379,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-15379'>LSM-15379</a>,#N/A,#N/A,#N/A
SR-27897,LSM-2780,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2780'>LSM-2780</a>,#N/A,#N/A,#N/A
SR-33805,LSM-45933,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45933'>LSM-45933</a>,#N/A,#N/A,#N/A
SR-57227A,LSM-2188,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2188'>LSM-2188</a>,#N/A,#N/A,#N/A
ST-1859,LSM-45455,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45455'>LSM-45455</a>,#N/A,#N/A,#N/A
STA-5326,LSM-45286,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45286'>LSM-45286</a>,#N/A,#N/A,#N/A
staurosporine,LSM-1103,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1103'>LSM-1103</a>,#N/A,#N/A,#N/A
stavudine,LSM-5983,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5983'>LSM-5983</a>,#N/A,#N/A,#N/A
SU-014813,LSM-45732,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45732'>LSM-45732</a>,#N/A,#N/A,#N/A
SU-11274,LSM-42792,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-42792'>LSM-42792</a>,N/A,Hepatocyte growth factor receptor inhibitor,Selective inhibitor of MET kinase activity
SU-11652,LSM-43098,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-43098'>LSM-43098</a>,#N/A,#N/A,#N/A
sufentanil,LSM-45544,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45544'>LSM-45544</a>,#N/A,#N/A,#N/A
sulbactam,LSM-45631,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45631'>LSM-45631</a>,#N/A,#N/A,#N/A
sulbutiamine,LSM-45928,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45928'>LSM-45928</a>,#N/A,#N/A,#N/A
sulfadoxine,LSM-5657,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5657'>LSM-5657</a>,#N/A,#N/A,#N/A
sulfafurazole,LSM-3120,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3120'>LSM-3120</a>,#N/A,#N/A,#N/A
sulfasalazine,LSM-5278,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5278'>LSM-5278</a>,#N/A,#N/A,#N/A
sulforaphane,LSM-4919,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4919'>LSM-4919</a>,#N/A,#N/A,#N/A
sulmazole,LSM-4362,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4362'>LSM-4362</a>,#N/A,#N/A,#N/A
sulpiride,LSM-5080,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5080'>LSM-5080</a>,#N/A,#N/A,#N/A
sumatriptan,LSM-5618,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5618'>LSM-5618</a>,#N/A,#N/A,#N/A
sunitinib,LSM-42800,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-42800'>LSM-42800</a>,PLK inhibitor,FLT3 inhibitor,N/A
suprofen,LSM-4406,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4406'>LSM-4406</a>,#N/A,#N/A,#N/A
suvorexant,LSM-45422,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45422'>LSM-45422</a>,#N/A,#N/A,#N/A
swainsonine,LSM-45602,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45602'>LSM-45602</a>,#N/A,#N/A,#N/A
SYK-inhibitor,LSM-1167,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1167'>LSM-1167</a>,syk inhibitor,SYK inhibitor,N/A
T-5224,LSM-45267,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45267'>LSM-45267</a>,#N/A,#N/A,#N/A
tacalcitol,LSM-45518,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45518'>LSM-45518</a>,#N/A,#N/A,#N/A
tacedinaline,LSM-19036,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-19036'>LSM-19036</a>,#N/A,#N/A,#N/A
tacrine,LSM-5871,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5871'>LSM-5871</a>,#N/A,#N/A,#N/A
tacrolimus,LSM-43009,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-43009'>LSM-43009</a>,#N/A,#N/A,#N/A
tacrolimus,LSM-45484,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45484'>LSM-45484</a>,#N/A,#N/A,#N/A
tadalafil,LSM-4109,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4109'>LSM-4109</a>,#N/A,#N/A,#N/A
tafamidis-meglumine,LSM-45558,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45558'>LSM-45558</a>,#N/A,#N/A,#N/A
tagatose,LSM-45839,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45839'>LSM-45839</a>,#N/A,#N/A,#N/A
TAK-285,LSM-45987,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45987'>LSM-45987</a>,#N/A,#N/A,#N/A
TAK-715,LSM-1060,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1060'>LSM-1060</a>,p38 MAPK inhibitor,p38 MAPK inhibitor,N/A
TAK-733,LSM-45834,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45834'>LSM-45834</a>,#N/A,#N/A,#N/A
TAK-875,LSM-45725,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45725'>LSM-45725</a>,#N/A,#N/A,#N/A
taladegib,LSM-45539,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45539'>LSM-45539</a>,#N/A,#N/A,#N/A
talazoparib,LSM-45245,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45245'>LSM-45245</a>,#N/A,#N/A,#N/A
talinolol,LSM-45852,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45852'>LSM-45852</a>,#N/A,#N/A,#N/A
talmapimod,LSM-45867,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45867'>LSM-45867</a>,#N/A,#N/A,#N/A
talnetant,LSM-45828,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45828'>LSM-45828</a>,#N/A,#N/A,#N/A
taltirelin,LSM-45418,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45418'>LSM-45418</a>,#N/A,#N/A,#N/A
tamibarotene,LSM-5493,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5493'>LSM-5493</a>,#N/A,#N/A,#N/A
tamoxifen,LSM-42959,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-42959'>LSM-42959</a>,#N/A,#N/A,#N/A
tamsulosin,LSM-45903,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45903'>LSM-45903</a>,#N/A,#N/A,#N/A
tanaproget,LSM-45780,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45780'>LSM-45780</a>,#N/A,#N/A,#N/A
tandutinib,LSM-5949,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5949'>LSM-5949</a>,#N/A,#N/A,#N/A
tanespimycin,LSM-43056,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-43056'>LSM-43056</a>,N/A,N/A,potent HSP90 inhibitor
taranabant,LSM-45803,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45803'>LSM-45803</a>,#N/A,#N/A,#N/A
targinine,LSM-36418,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-36418'>LSM-36418</a>,#N/A,#N/A,#N/A
TAS-103,LSM-45292,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45292'>LSM-45292</a>,#N/A,#N/A,#N/A
taselisib,LSM-45140,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45140'>LSM-45140</a>,#N/A,#N/A,#N/A
tasisulam,LSM-45766,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45766'>LSM-45766</a>,#N/A,#N/A,#N/A
tasquinimod,LSM-45815,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45815'>LSM-45815</a>,#N/A,#N/A,#N/A
tazarotene,LSM-45376,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45376'>LSM-45376</a>,#N/A,#N/A,#N/A
tazobactam,LSM-45434,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45434'>LSM-45434</a>,#N/A,#N/A,#N/A
tebipenem,LSM-46000,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-46000'>LSM-46000</a>,#N/A,#N/A,#N/A
tecastemizole,LSM-45608,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45608'>LSM-45608</a>,#N/A,#N/A,#N/A
tedizolid,LSM-45778,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45778'>LSM-45778</a>,#N/A,#N/A,#N/A
tegobuvir,LSM-45236,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45236'>LSM-45236</a>,#N/A,#N/A,#N/A
telatinib,LSM-45625,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45625'>LSM-45625</a>,#N/A,#N/A,#N/A
telbivudine,LSM-45942,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45942'>LSM-45942</a>,#N/A,#N/A,#N/A
telcagepant,LSM-45822,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45822'>LSM-45822</a>,#N/A,#N/A,#N/A
telmesteine,LSM-45808,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45808'>LSM-45808</a>,#N/A,#N/A,#N/A
telmisartan,LSM-3657,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3657'>LSM-3657</a>,#N/A,#N/A,#N/A
telotristat,LSM-45772,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45772'>LSM-45772</a>,#N/A,#N/A,#N/A
temazepam,LSM-45470,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45470'>LSM-45470</a>,#N/A,#N/A,#N/A
temoporfin,LSM-45995,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45995'>LSM-45995</a>,#N/A,#N/A,#N/A
temozolomide,LSM-4590,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4590'>LSM-4590</a>,#N/A,#N/A,#N/A
temsirolimus,LSM-45994,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45994'>LSM-45994</a>,#N/A,#N/A,#N/A
temsirolimus,LSM-43061,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-43061'>LSM-43061</a>,#N/A,#N/A,#N/A
teneligliptin,LSM-45594,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45594'>LSM-45594</a>,#N/A,#N/A,#N/A
tenidap,LSM-1878,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1878'>LSM-1878</a>,#N/A,#N/A,#N/A
terbinafine,LSM-43227,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-43227'>LSM-43227</a>,#N/A,#N/A,#N/A
teriflunomide,LSM-45555,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45555'>LSM-45555</a>,#N/A,#N/A,#N/A
teroxirone,LSM-45799,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45799'>LSM-45799</a>,#N/A,#N/A,#N/A
tesaglitazar,LSM-45922,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45922'>LSM-45922</a>,#N/A,#N/A,#N/A
testosterone,LSM-1643,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1643'>LSM-1643</a>,#N/A,#N/A,#N/A
tetrabenazine,LSM-4151,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4151'>LSM-4151</a>,#N/A,#N/A,#N/A
tetracaine,LSM-4633,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4633'>LSM-4633</a>,#N/A,#N/A,#N/A
tetradecylthioacetic-acid,LSM-5584,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5584'>LSM-5584</a>,#N/A,#N/A,#N/A
tetrahydrouridine,LSM-45757,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45757'>LSM-45757</a>,#N/A,#N/A,#N/A
tetrindole,LSM-1624,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1624'>LSM-1624</a>,#N/A,#N/A,#N/A
TG-100115,LSM-5731,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5731'>LSM-5731</a>,#N/A,#N/A,#N/A
TG-100801,LSM-45980,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45980'>LSM-45980</a>,#N/A,#N/A,#N/A
TG-101348,LSM-1142,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1142'>LSM-1142</a>,"FLT3 inhibitor, JAK inhibitor",FLT3 inhibitor,N/A
TGX-221,LSM-1172,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1172'>LSM-1172</a>,PI3K inhibitor,PI3K inhibitor,N/A
TH-302,LSM-45919,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45919'>LSM-45919</a>,#N/A,#N/A,#N/A
thalidomide,LSM-1914,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1914'>LSM-1914</a>,#N/A,#N/A,#N/A
theobromine,LSM-5483,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5483'>LSM-5483</a>,#N/A,#N/A,#N/A
theophylline,LSM-6010,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-6010'>LSM-6010</a>,#N/A,#N/A,#N/A
thiocolchicoside,LSM-1316,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1316'>LSM-1316</a>,#N/A,#N/A,#N/A
thioctic-acid,LSM-45889,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45889'>LSM-45889</a>,#N/A,#N/A,#N/A
thioguanine,LSM-6723,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-6723'>LSM-6723</a>,#N/A,#N/A,#N/A
thiomersal,LSM-5710,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5710'>LSM-5710</a>,#N/A,#N/A,#N/A
thioridazine,LSM-1863,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1863'>LSM-1863</a>,#N/A,#N/A,#N/A
thiothixene,LSM-43048,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-43048'>LSM-43048</a>,#N/A,#N/A,#N/A
THZ-2-98-01,LSM-44946,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-44946'>LSM-44946</a>,N/A,N/A,N/A
tiabendazole,LSM-3741,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3741'>LSM-3741</a>,#N/A,#N/A,#N/A
tiagabine,LSM-5700,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5700'>LSM-5700</a>,#N/A,#N/A,#N/A
tiapride,LSM-5676,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5676'>LSM-5676</a>,#N/A,#N/A,#N/A
tibolone,LSM-45847,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45847'>LSM-45847</a>,#N/A,#N/A,#N/A
TIC10,LSM-45687,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45687'>LSM-45687</a>,#N/A,#N/A,#N/A
ticagrelor,LSM-45528,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45528'>LSM-45528</a>,#N/A,#N/A,#N/A
ticlopidine,LSM-1986,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1986'>LSM-1986</a>,#N/A,#N/A,#N/A
tie2-kinase-inhibitor,LSM-1194,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1194'>LSM-1194</a>,#N/A,#N/A,#N/A
tiludronate,LSM-45491,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45491'>LSM-45491</a>,#N/A,#N/A,#N/A
timofibrate,LSM-45739,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45739'>LSM-45739</a>,#N/A,#N/A,#N/A
timolol,LSM-15524,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-15524'>LSM-15524</a>,#N/A,#N/A,#N/A
timonacic,LSM-45901,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45901'>LSM-45901</a>,#N/A,#N/A,#N/A
tioconazole,LSM-5028,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5028'>LSM-5028</a>,#N/A,#N/A,#N/A
tioguanine,LSM-5832,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5832'>LSM-5832</a>,#N/A,#N/A,#N/A
tipifarnib-P2,LSM-6258,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-6258'>LSM-6258</a>,#N/A,#N/A,#N/A
tipiracil,LSM-45561,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45561'>LSM-45561</a>,#N/A,#N/A,#N/A
tipranavir,LSM-45721,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45721'>LSM-45721</a>,#N/A,#N/A,#N/A
tirapazamine,LSM-45275,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45275'>LSM-45275</a>,#N/A,#N/A,#N/A
tirasemtiv,LSM-45953,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45953'>LSM-45953</a>,#N/A,#N/A,#N/A
tirofiban,LSM-45871,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45871'>LSM-45871</a>,#N/A,#N/A,#N/A
tivantinib,LSM-1131,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1131'>LSM-1131</a>,tyrosine kinase inhibitor,N/A,N/A
tivozanib,LSM-1005,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1005'>LSM-1005</a>,VEGFR inhibitor,VEGFR inhibitor,N/A
tizanidine,LSM-5242,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5242'>LSM-5242</a>,#N/A,#N/A,#N/A
